"po_id","item_id","supplier_id","quantity_ordered","unit_price","negotiated_price","currency","order_status","defective_units","compliance","payment_terms","order_date","current_stock","reorder_level","lead_time","item_name","item_category","brand","discontinued","supplier_name","country","preferred","rating","rate"
"PO-000692","ITM-00466","SPL-0044",368,"34.18","31.80","MXN","Delivered",8,True,"Net 45","2020-10-08",114,191,29,"Item_466","Office Supplies","Brand_4",False,"Supplier_44","Canada",True,3,"0.05"
"PO-004839","ITM-00467","SPL-0044",434,"396.57","364.08","MXN","Delivered",6,True,"Net 30","2025-04-14",937,128,16,"Item_467","MRO","Brand_33",False,"Supplier_44","Canada",True,3,"0.05"
"PO-001427","ITM-00467","SPL-0078",677,"335.91","306.78","MXN","Partially Delivered",6,True,"Net 45","2021-07-30",937,128,16,"Item_467","MRO","Brand_33",False,"Supplier_78","China",False,1,"0.05"
"PO-004971","ITM-00467","SPL-0047",899,"178.27","176.46","INR","Pending",6,True,"Net 30","2025-06-07",937,128,16,"Item_467","MRO","Brand_33",False,"Supplier_47","China",True,4,"0.01"
"PO-003028","ITM-00468","SPL-0029",747,"184.42","153.25","INR","Delivered",7,True,"Net 30","2023-04-24",0,69,25,"Item_468","Furniture","Brand_23",True,"Supplier_29","China",False,1,"0.01"
"PO-002677","ITM-00468","SPL-0080",666,"321.40","267.78","EUR","Delivered",3,True,"Net 30","2022-12-03",0,69,25,"Item_468","Furniture","Brand_23",True,"Supplier_80","Mexico",False,4,"1.14"
"PO-002863","ITM-00468","SPL-0094",620,"432.92","411.16","USD","Delivered",7,True,"Net 60","2023-02-17",0,69,25,"Item_468","Furniture","Brand_23",True,"Supplier_94","China",True,5,"1.00"
"PO-004143","ITM-00468","SPL-0045",363,"310.37","262.08","USD","Delivered",2,True,"Net 45","2024-07-13",0,69,25,"Item_468","Furniture","Brand_23",True,"Supplier_45","Germany",False,5,"1.00"
"PO-003380","ITM-00468","SPL-0039",55,"455.91","455.72","EUR","Cancelled",6,True,"Net 45","2023-09-12",0,69,25,"Item_468","Furniture","Brand_23",True,"Supplier_39","Germany",True,1,"1.14"
"PO-000207","ITM-00468","SPL-0035",530,"272.72","254.15","USD","Cancelled",5,True,"Net 60","2020-03-25",0,69,25,"Item_468","Furniture","Brand_23",True,"Supplier_35","Mexico",True,4,"1.00"
"PO-003121","ITM-00468","SPL-0068",653,"394.35","354.59","EUR","Partially Delivered",3,True,"Net 45","2023-05-31",0,69,25,"Item_468","Furniture","Brand_23",True,"Supplier_68","Germany",True,4,"1.14"
"PO-004822","ITM-00469","SPL-0008",524,"107.05","102.23","CNY","Delivered",7,False,"Net 45","2025-04-07",767,135,27,"Item_469","Furniture","Brand_16",False,"Supplier_8","India",True,2,"0.13"
"PO-001843","ITM-00469","SPL-0042",639,"252.43","228.16","INR","Cancelled",9,True,"Net 45","2022-01-09",767,135,27,"Item_469","Furniture","Brand_16",False,"Supplier_42","Canada",True,3,"0.01"
"PO-004821","ITM-00469","SPL-0099",917,"211.98","191.59","CNY","Delivered",4,True,"Net 60","2025-04-06",767,135,27,"Item_469","Furniture","Brand_16",False,"Supplier_99","India",True,2,"0.13"
"PO-002247","ITM-00469","SPL-0094",284,"442.01","382.15","INR","Partially Delivered",4,True,"Net 45","2022-06-17",767,135,27,"Item_469","Furniture","Brand_16",False,"Supplier_94","China",True,5,"0.01"
"PO-004128","ITM-00469","SPL-0048",217,"248.52","203.08","USD","Delivered",0,True,"Net 45","2024-07-08",767,135,27,"Item_469","Furniture","Brand_16",False,"Supplier_48","China",True,1,"1.00"
"PO-000904","ITM-00469","SPL-0080",151,"219.73","214.50","INR","Delivered",3,True,"Net 30","2021-01-02",767,135,27,"Item_469","Furniture","Brand_16",False,"Supplier_80","Mexico",False,4,"0.01"
"PO-004223","ITM-00470","SPL-0030",900,"303.82","297.69","EUR","Partially Delivered",6,True,"Net 30","2024-08-13",0,60,17,"Item_470","Furniture","Brand_2",False,"Supplier_30","India",False,3,"1.14"
"PO-003671","ITM-00470","SPL-0084",573,"337.10","316.55","MXN","Delivered",7,False,"Net 60","2024-01-06",0,60,17,"Item_470","Furniture","Brand_2",False,"Supplier_84","China",False,3,"0.05"
"PO-003503","ITM-00470","SPL-0061",806,"455.53","397.45","EUR","Cancelled",7,True,"Net 60","2023-10-29",0,60,17,"Item_470","Furniture","Brand_2",False,"Supplier_61","India",True,4,"1.14"
"PO-003524","ITM-00470","SPL-0055",658,"70.23","65.42","CNY","Pending",3,True,"Net 60","2023-11-05",0,60,17,"Item_470","Furniture","Brand_2",False,"Supplier_55","India",False,3,"0.13"
"PO-001356","ITM-00471","SPL-0081",160,"210.67","193.70","EUR","Cancelled",4,True,"Net 45","2021-07-01",875,187,27,"Item_471","Electronics","Brand_14",False,"Supplier_81","India",False,5,"1.14"
"PO-001828","ITM-00471","SPL-0076",42,"157.61","149.84","INR","Delivered",7,False,"Net 60","2022-01-03",875,187,27,"Item_471","Electronics","Brand_14",False,"Supplier_76","USA",False,1,"0.01"
"PO-004670","ITM-00471","SPL-0002",258,"463.62","456.36","CNY","Pending",2,True,"Net 45","2025-02-03",875,187,27,"Item_471","Electronics","Brand_14",False,"Supplier_2","China",True,5,"0.13"
"PO-002989","ITM-00471","SPL-0048",925,"32.62","32.07","MXN","Cancelled",9,True,"Net 60","2023-04-07",875,187,27,"Item_471","Electronics","Brand_14",False,"Supplier_48","China",True,1,"0.05"
"PO-002948","ITM-00471","SPL-0065",85,"496.89","415.75","CNY","Cancelled",7,True,"Net 60","2023-03-23",875,187,27,"Item_471","Electronics","Brand_14",False,"Supplier_65","Mexico",True,3,"0.13"
"PO-001140","ITM-00472","SPL-0063",743,"133.65","133.20","CNY","Partially Delivered",4,True,"Net 45","2021-04-06",188,93,27,"Item_472","MRO","Brand_30",False,"Supplier_63","Canada",True,1,"0.13"
"PO-002232","ITM-00472","SPL-0030",374,"235.09","210.04","USD","Cancelled",4,True,"Net 30","2022-06-11",188,93,27,"Item_472","MRO","Brand_30",False,"Supplier_30","India",False,3,"1.00"
"PO-004359","ITM-00472","SPL-0090",771,"90.71","72.92","EUR","Partially Delivered",0,True,"Net 60","2024-10-04",188,93,27,"Item_472","MRO","Brand_30",False,"Supplier_90","Mexico",True,2,"1.14"
"PO-002735","ITM-00472","SPL-0068",676,"431.20","406.73","CNY","Pending",7,True,"Net 60","2022-12-27",188,93,27,"Item_472","MRO","Brand_30",False,"Supplier_68","Germany",True,4,"0.13"
"PO-003068","ITM-00472","SPL-0086",944,"459.49","378.83","CNY","Cancelled",5,True,"Net 45","2023-05-10",188,93,27,"Item_472","MRO","Brand_30",False,"Supplier_86","Canada",True,4,"0.13"
"PO-000432","ITM-00473","SPL-0052",805,"153.50","132.73","MXN","Cancelled",1,True,"Net 60","2020-06-24",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_52","USA",True,3,"0.05"
"PO-004299","ITM-00473","SPL-0010",758,"427.78","380.88","INR","Cancelled",1,True,"Net 60","2024-09-12",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_10","China",True,3,"0.01"
"PO-003067","ITM-00473","SPL-0010",638,"142.93","137.05","MXN","Partially Delivered",8,True,"Net 30","2023-05-10",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_10","China",True,3,"0.05"
"PO-004716","ITM-00473","SPL-0090",981,"233.58","214.41","EUR","Cancelled",0,True,"Net 60","2025-02-23",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_90","Mexico",True,2,"1.14"
"PO-003418","ITM-00473","SPL-0029",621,"108.54","87.95","USD","Pending",0,True,"Net 45","2023-09-26",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_29","China",False,1,"1.00"
"PO-001944","ITM-00473","SPL-0034",304,"195.28","157.44","EUR","Cancelled",1,True,"Net 45","2022-02-17",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_34","USA",False,1,"1.14"
"PO-001727","ITM-00473","SPL-0091",383,"250.83","245.87","INR","Pending",9,True,"Net 45","2021-11-27",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_91","India",True,1,"0.01"
"PO-001564","ITM-00473","SPL-0084",794,"251.69","229.17","CNY","Cancelled",1,True,"Net 60","2021-09-23",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_84","China",False,3,"0.13"
"PO-000547","ITM-00473","SPL-0072",191,"236.52","219.98","MXN","Pending",6,True,"Net 60","2020-08-09",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_72","Germany",True,3,"0.05"
"PO-002234","ITM-00473","SPL-0026",835,"126.05","117.12","INR","Delivered",0,True,"Net 60","2022-06-12",231,175,30,"Item_473","Electronics","Brand_20",False,"Supplier_26","USA",True,5,"0.01"
"PO-004411","ITM-00474","SPL-0043",825,"430.17","351.71","CNY","Partially Delivered",4,True,"Net 45","2024-10-24",824,51,22,"Item_474","Office Supplies","Brand_4",False,"Supplier_43","USA",True,2,"0.13"
"PO-004201","ITM-00474","SPL-0069",291,"335.90","291.64","CNY","Delivered",5,False,"Net 30","2024-08-04",824,51,22,"Item_474","Office Supplies","Brand_4",False,"Supplier_69","Mexico",False,3,"0.13"
"PO-001911","ITM-00474","SPL-0027",554,"155.77","142.65","EUR","Pending",0,True,"Net 60","2022-02-04",824,51,22,"Item_474","Office Supplies","Brand_4",False,"Supplier_27","USA",False,5,"1.14"
"PO-002218","ITM-00474","SPL-0016",255,"288.74","251.13","CNY","Cancelled",6,True,"Net 60","2022-06-04",824,51,22,"Item_474","Office Supplies","Brand_4",False,"Supplier_16","Canada",True,4,"0.13"
"PO-002442","ITM-00475","SPL-0013",28,"126.32","112.74","EUR","Cancelled",1,True,"Net 45","2022-09-01",681,137,10,"Item_475","Electronics","Brand_37",False,"Supplier_13","China",False,1,"1.14"
"PO-000519","ITM-00475","SPL-0010",383,"464.10","434.92","INR","Partially Delivered",1,True,"Net 45","2020-07-29",681,137,10,"Item_475","Electronics","Brand_37",False,"Supplier_10","China",True,3,"0.01"
"PO-000737","ITM-00475","SPL-0035",920,"365.83","300.36","CNY","Delivered",2,True,"Net 60","2020-10-27",681,137,10,"Item_475","Electronics","Brand_37",False,"Supplier_35","Mexico",True,4,"0.13"
"PO-001292","ITM-00476","SPL-0031",91,"404.79","386.60","USD","Pending",2,True,"Net 45","2021-06-05",473,110,28,"Item_476","Furniture","Brand_24",False,"Supplier_31","Germany",True,1,"1.00"
"PO-003101","ITM-00476","SPL-0093",588,"431.16","382.64","CNY","Cancelled",4,True,"Net 30","2023-05-22",473,110,28,"Item_476","Furniture","Brand_24",False,"Supplier_93","India",False,2,"0.13"
"PO-002988","ITM-00477","SPL-0027",674,"484.45","450.23","CNY","Partially Delivered",3,True,"Net 60","2023-04-07",421,126,12,"Item_477","MRO","Brand_28",True,"Supplier_27","USA",False,5,"0.13"
"PO-002107","ITM-00478","SPL-0021",530,"480.76","426.06","EUR","Partially Delivered",3,False,"Net 45","2022-04-21",471,188,9,"Item_478","Office Supplies","Brand_39",False,"Supplier_21","Germany",False,1,"1.14"
"PO-000094","ITM-00478","SPL-0016",590,"95.82","95.28","INR","Cancelled",8,False,"Net 30","2020-02-08",471,188,9,"Item_478","Office Supplies","Brand_39",False,"Supplier_16","Canada",True,4,"0.01"
"PO-004760","ITM-00478","SPL-0050",961,"133.41","107.63","INR","Cancelled",8,True,"Net 60","2025-03-13",471,188,9,"Item_478","Office Supplies","Brand_39",False,"Supplier_50","India",True,4,"0.01"
"PO-001640","ITM-00478","SPL-0012",176,"325.09","311.89","INR","Partially Delivered",0,True,"Net 45","2021-10-24",471,188,9,"Item_478","Office Supplies","Brand_39",False,"Supplier_12","Germany",True,2,"0.01"
"PO-002583","ITM-00478","SPL-0095",261,"439.59","426.29","INR","Delivered",3,True,"Net 30","2022-10-27",471,188,9,"Item_478","Office Supplies","Brand_39",False,"Supplier_95","Canada",False,2,"0.01"
"PO-004767","ITM-00479","SPL-0050",772,"436.23","370.27","USD","Delivered",1,True,"Net 45","2025-03-15",730,123,13,"Item_479","Furniture","Brand_22",False,"Supplier_50","India",True,4,"1.00"
"PO-001218","ITM-00479","SPL-0098",820,"289.64","254.98","EUR","Delivered",7,True,"Net 30","2021-05-08",730,123,13,"Item_479","Furniture","Brand_22",False,"Supplier_98","India",False,3,"1.14"
"PO-003880","ITM-00479","SPL-0053",717,"193.75","192.13","USD","Cancelled",8,True,"Net 60","2024-03-31",730,123,13,"Item_479","Furniture","Brand_22",False,"Supplier_53","Canada",True,1,"1.00"
"PO-001549","ITM-00479","SPL-0100",500,"377.55","323.68","INR","Partially Delivered",9,True,"Net 45","2021-09-17",730,123,13,"Item_479","Furniture","Brand_22",False,"Supplier_100","Canada",False,2,"0.01"
"PO-004645","ITM-00479","SPL-0047",600,"46.53","39.97","INR","Partially Delivered",8,True,"Net 30","2025-01-23",730,123,13,"Item_479","Furniture","Brand_22",False,"Supplier_47","China",True,4,"0.01"
"PO-004483","ITM-00480","SPL-0012",305,"283.33","233.86","INR","Delivered",8,True,"Net 60","2024-11-21",503,166,28,"Item_480","Furniture","Brand_26",False,"Supplier_12","Germany",True,2,"0.01"
"PO-001329","ITM-00480","SPL-0050",114,"425.36","352.50","EUR","Delivered",9,False,"Net 60","2021-06-20",503,166,28,"Item_480","Furniture","Brand_26",False,"Supplier_50","India",True,4,"1.14"
"PO-004604","ITM-00480","SPL-0007",731,"478.45","423.95","MXN","Partially Delivered",7,True,"Net 45","2025-01-07",503,166,28,"Item_480","Furniture","Brand_26",False,"Supplier_7","Canada",True,3,"0.05"
"PO-001414","ITM-00481","SPL-0051",551,"33.22","31.10","USD","Delivered",2,True,"Net 45","2021-07-24",0,103,20,"Item_481","Electronics","Brand_27",False,"Supplier_51","Mexico",False,1,"1.00"
"PO-004379","ITM-00481","SPL-0065",582,"273.31","247.50","EUR","Pending",9,True,"Net 30","2024-10-12",0,103,20,"Item_481","Electronics","Brand_27",False,"Supplier_65","Mexico",True,3,"1.14"
"PO-002471","ITM-00481","SPL-0040",309,"184.88","156.72","MXN","Cancelled",6,True,"Net 60","2022-09-14",0,103,20,"Item_481","Electronics","Brand_27",False,"Supplier_40","Canada",True,5,"0.05"
"PO-003592","ITM-00482","SPL-0006",789,"82.84","78.12","USD","Delivered",6,False,"Net 60","2023-12-04",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_6","Germany",False,1,"1.00"
"PO-002101","ITM-00482","SPL-0047",230,"19.46","16.77","USD","Pending",0,True,"Net 60","2022-04-19",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_47","China",True,4,"1.00"
"PO-002072","ITM-00482","SPL-0054",562,"391.73","389.71","CNY","Partially Delivered",8,True,"Net 30","2022-04-07",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_54","China",False,4,"0.13"
"PO-004701","ITM-00482","SPL-0070",900,"102.93","89.29","CNY","Partially Delivered",6,True,"Net 60","2025-02-16",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_70","Mexico",False,2,"0.13"
"PO-001578","ITM-00482","SPL-0097",585,"345.39","311.97","CNY","Delivered",4,True,"Net 60","2021-09-28",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_97","Germany",True,2,"0.13"
"PO-001950","ITM-00482","SPL-0003",59,"208.00","183.14","EUR","Partially Delivered",9,True,"Net 60","2022-02-19",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_3","Mexico",True,3,"1.14"
"PO-001200","ITM-00482","SPL-0009",64,"10.56","8.89","CNY","Delivered",1,True,"Net 30","2021-04-30",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_9","Germany",True,4,"0.13"
"PO-001416","ITM-00482","SPL-0075",875,"70.87","67.33","CNY","Delivered",6,False,"Net 30","2021-07-25",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_75","Canada",True,3,"0.13"
"PO-004652","ITM-00482","SPL-0043",697,"174.10","165.80","EUR","Partially Delivered",0,True,"Net 30","2025-01-26",0,154,19,"Item_482","Furniture","Brand_35",False,"Supplier_43","USA",True,2,"1.14"
"PO-001896","ITM-00483","SPL-0081",439,"9.30","9.01","MXN","Partially Delivered",7,True,"Net 45","2022-01-30",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_81","India",False,5,"0.05"
"PO-004488","ITM-00483","SPL-0075",318,"430.36","408.43","MXN","Cancelled",0,True,"Net 30","2024-11-23",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_75","Canada",True,3,"0.05"
"PO-004439","ITM-00483","SPL-0005",330,"73.64","59.42","MXN","Partially Delivered",2,True,"Net 30","2024-11-03",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_5","India",False,4,"0.05"
"PO-004788","ITM-00483","SPL-0088",230,"277.61","250.74","MXN","Delivered",2,True,"Net 45","2025-03-24",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_88","Germany",True,5,"0.05"
"PO-000633","ITM-00483","SPL-0015",475,"432.58","430.95","CNY","Cancelled",6,True,"Net 45","2020-09-14",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_15","USA",False,5,"0.13"
"PO-001919","ITM-00483","SPL-0007",359,"400.52","388.68","MXN","Pending",4,True,"Net 60","2022-02-07",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_7","Canada",True,3,"0.05"
"PO-001120","ITM-00483","SPL-0052",413,"74.75","63.92","INR","Partially Delivered",0,True,"Net 30","2021-03-30",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_52","USA",True,3,"0.01"
"PO-001991","ITM-00483","SPL-0059",842,"337.29","273.22","EUR","Delivered",5,True,"Net 45","2022-03-08",865,155,16,"Item_483","Electronics","Brand_18",False,"Supplier_59","USA",False,2,"1.14"
"PO-002010","ITM-00484","SPL-0034",222,"436.45","377.93","CNY","Cancelled",7,True,"Net 30","2022-03-14",532,147,14,"Item_484","Electronics","Brand_44",False,"Supplier_34","USA",False,1,"0.13"
"PO-003859","ITM-00484","SPL-0025",943,"169.11","163.71","INR","Delivered",2,True,"Net 30","2024-03-23",532,147,14,"Item_484","Electronics","Brand_44",False,"Supplier_25","Canada",False,1,"0.01"
"PO-003098","ITM-00484","SPL-0022",730,"437.62","380.93","MXN","Partially Delivered",8,True,"Net 60","2023-05-21",532,147,14,"Item_484","Electronics","Brand_44",False,"Supplier_22","China",True,1,"0.05"
"PO-001927","ITM-00484","SPL-0042",848,"494.46","474.51","CNY","Cancelled",6,True,"Net 30","2022-02-10",532,147,14,"Item_484","Electronics","Brand_44",False,"Supplier_42","Canada",True,3,"0.13"
"PO-002046","ITM-00485","SPL-0079",585,"462.25","452.37","INR","Partially Delivered",5,True,"Net 30","2022-03-28",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_79","Germany",True,3,"0.01"
"PO-003866","ITM-00485","SPL-0065",114,"33.08","31.75","INR","Pending",5,True,"Net 30","2024-03-26",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_65","Mexico",True,3,"0.01"
"PO-001536","ITM-00485","SPL-0085",230,"428.38","400.29","CNY","Delivered",2,True,"Net 45","2021-09-11",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_85","India",True,2,"0.13"
"PO-003812","ITM-00485","SPL-0011",681,"135.61","113.14","INR","Delivered",5,True,"Net 30","2024-03-03",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_11","India",False,2,"0.01"
"PO-003750","ITM-00485","SPL-0013",64,"397.43","346.88","MXN","Pending",1,True,"Net 45","2024-02-07",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_13","China",False,1,"0.05"
"PO-003584","ITM-00485","SPL-0083",206,"152.50","146.99","MXN","Delivered",4,True,"Net 30","2023-11-30",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_83","India",False,4,"0.05"
"PO-001493","ITM-00485","SPL-0057",195,"210.39","181.78","USD","Partially Delivered",9,False,"Net 30","2021-08-25",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_57","India",True,3,"1.00"
"PO-000687","ITM-00485","SPL-0028",419,"186.21","175.88","MXN","Pending",3,False,"Net 30","2020-10-06",0,54,10,"Item_485","Packaging","Brand_36",False,"Supplier_28","USA",False,4,"0.05"
"PO-000102","ITM-00486","SPL-0069",163,"41.92","34.93","MXN","Partially Delivered",0,True,"Net 45","2020-02-12",658,162,7,"Item_486","Office Supplies","Brand_37",False,"Supplier_69","Mexico",False,3,"0.05"
"PO-000335","ITM-00486","SPL-0032",536,"357.71","342.11","CNY","Pending",5,True,"Net 45","2020-05-17",658,162,7,"Item_486","Office Supplies","Brand_37",False,"Supplier_32","China",True,5,"0.13"
"PO-003208","ITM-00486","SPL-0033",294,"365.44","343.08","USD","Partially Delivered",6,True,"Net 45","2023-07-03",658,162,7,"Item_486","Office Supplies","Brand_37",False,"Supplier_33","Mexico",False,2,"1.00"
"PO-001750","ITM-00486","SPL-0069",107,"345.39","298.85","EUR","Cancelled",1,True,"Net 60","2021-12-06",658,162,7,"Item_486","Office Supplies","Brand_37",False,"Supplier_69","Mexico",False,3,"1.14"
"PO-000257","ITM-00486","SPL-0077",539,"30.01","24.43","EUR","Delivered",1,False,"Net 45","2020-04-16",658,162,7,"Item_486","Office Supplies","Brand_37",False,"Supplier_77","China",True,3,"1.14"
"PO-001109","ITM-00486","SPL-0044",60,"274.19","225.06","MXN","Cancelled",7,True,"Net 45","2021-03-25",658,162,7,"Item_486","Office Supplies","Brand_37",False,"Supplier_44","Canada",True,3,"0.05"
"PO-001145","ITM-00487","SPL-0072",366,"181.54","155.14","EUR","Partially Delivered",8,True,"Net 45","2021-04-08",926,127,13,"Item_487","Furniture","Brand_12",False,"Supplier_72","Germany",True,3,"1.14"
"PO-003368","ITM-00487","SPL-0096",284,"261.82","253.99","CNY","Partially Delivered",9,True,"Net 30","2023-09-07",926,127,13,"Item_487","Furniture","Brand_12",False,"Supplier_96","India",True,2,"0.13"
"PO-000179","ITM-00487","SPL-0095",724,"52.44","48.41","CNY","Cancelled",9,True,"Net 45","2020-03-14",926,127,13,"Item_487","Furniture","Brand_12",False,"Supplier_95","Canada",False,2,"0.13"
"PO-001246","ITM-00488","SPL-0044",173,"382.76","346.10","MXN","Pending",3,True,"Net 45","2021-05-19",935,189,22,"Item_488","MRO","Brand_22",False,"Supplier_44","Canada",True,3,"0.05"
"PO-002052","ITM-00488","SPL-0078",774,"240.36","220.12","CNY","Delivered",3,True,"Net 45","2022-03-30",935,189,22,"Item_488","MRO","Brand_22",False,"Supplier_78","China",False,1,"0.13"
"PO-002685","ITM-00488","SPL-0029",569,"23.06","19.69","INR","Cancelled",5,False,"Net 45","2022-12-07",935,189,22,"Item_488","MRO","Brand_22",False,"Supplier_29","China",False,1,"0.01"
"PO-000011","ITM-00488","SPL-0032",965,"353.08","311.77","USD","Cancelled",2,True,"Net 45","2020-01-04",935,189,22,"Item_488","MRO","Brand_22",False,"Supplier_32","China",True,5,"1.00"
"PO-004685","ITM-00489","SPL-0063",337,"284.73","271.12","EUR","Cancelled",2,True,"Net 30","2025-02-10",0,97,4,"Item_489","Packaging","Brand_48",False,"Supplier_63","Canada",True,1,"1.14"
"PO-003565","ITM-00489","SPL-0016",226,"144.07","141.36","USD","Partially Delivered",1,True,"Net 45","2023-11-22",0,97,4,"Item_489","Packaging","Brand_48",False,"Supplier_16","Canada",True,4,"1.00"
"PO-000166","ITM-00489","SPL-0019",535,"373.67","308.83","MXN","Pending",5,True,"Net 60","2020-03-08",0,97,4,"Item_489","Packaging","Brand_48",False,"Supplier_19","China",True,2,"0.05"
"PO-002305","ITM-00489","SPL-0042",586,"302.07","247.26","INR","Partially Delivered",2,True,"Net 45","2022-07-09",0,97,4,"Item_489","Packaging","Brand_48",False,"Supplier_42","Canada",True,3,"0.01"
"PO-004283","ITM-00489","SPL-0038",661,"271.58","246.15","CNY","Pending",7,True,"Net 30","2024-09-06",0,97,4,"Item_489","Packaging","Brand_48",False,"Supplier_38","India",False,4,"0.13"
"PO-000724","ITM-00489","SPL-0026",427,"33.27","32.49","CNY","Delivered",1,True,"Net 30","2020-10-21",0,97,4,"Item_489","Packaging","Brand_48",False,"Supplier_26","USA",True,5,"0.13"
"PO-002991","ITM-00489","SPL-0055",912,"191.11","166.74","MXN","Delivered",7,True,"Net 60","2023-04-08",0,97,4,"Item_489","Packaging","Brand_48",False,"Supplier_55","India",False,3,"0.05"
"PO-003356","ITM-00490","SPL-0068",393,"192.17","163.38","INR","Cancelled",6,False,"Net 60","2023-09-03",175,53,5,"Item_490","Furniture","Brand_34",False,"Supplier_68","Germany",True,4,"0.01"
"PO-001443","ITM-00490","SPL-0086",387,"404.39","397.59","INR","Cancelled",2,True,"Net 30","2021-08-06",175,53,5,"Item_490","Furniture","Brand_34",False,"Supplier_86","Canada",True,4,"0.01"
"PO-003363","ITM-00491","SPL-0018",479,"65.32","58.68","CNY","Delivered",0,True,"Net 45","2023-09-06",124,146,27,"Item_491","Furniture","Brand_48",False,"Supplier_18","Canada",False,1,"0.13"
"PO-000818","ITM-00491","SPL-0011",127,"165.01","147.39","MXN","Cancelled",5,True,"Net 30","2020-11-29",124,146,27,"Item_491","Furniture","Brand_48",False,"Supplier_11","India",False,2,"0.05"
"PO-001666","ITM-00491","SPL-0061",754,"245.65","211.35","INR","Pending",4,True,"Net 30","2021-11-04",124,146,27,"Item_491","Furniture","Brand_48",False,"Supplier_61","India",True,4,"0.01"
"PO-004351","ITM-00491","SPL-0048",391,"66.22","61.86","EUR","Cancelled",2,True,"Net 30","2024-10-02",124,146,27,"Item_491","Furniture","Brand_48",False,"Supplier_48","China",True,1,"1.14"
"PO-001933","ITM-00491","SPL-0032",406,"103.53","87.70","MXN","Delivered",0,True,"Net 30","2022-02-12",124,146,27,"Item_491","Furniture","Brand_48",False,"Supplier_32","China",True,5,"0.05"
"PO-001951","ITM-00491","SPL-0045",944,"294.13","293.56","CNY","Cancelled",5,True,"Net 30","2022-02-20",124,146,27,"Item_491","Furniture","Brand_48",False,"Supplier_45","Germany",False,5,"0.13"
"PO-002170","ITM-00492","SPL-0080",430,"209.46","173.41","CNY","Delivered",3,True,"Net 30","2022-05-17",0,115,9,"Item_492","Packaging","Brand_45",False,"Supplier_80","Mexico",False,4,"0.13"
"PO-004800","ITM-00492","SPL-0016",173,"458.39","415.79","USD","Partially Delivered",2,True,"Net 60","2025-03-29",0,115,9,"Item_492","Packaging","Brand_45",False,"Supplier_16","Canada",True,4,"1.00"
"PO-001855","ITM-00492","SPL-0015",361,"233.22","219.96","CNY","Cancelled",2,True,"Net 45","2022-01-13",0,115,9,"Item_492","Packaging","Brand_45",False,"Supplier_15","USA",False,5,"0.13"
"PO-002093","ITM-00492","SPL-0032",781,"381.66","376.93","CNY","Delivered",2,True,"Net 60","2022-04-15",0,115,9,"Item_492","Packaging","Brand_45",False,"Supplier_32","China",True,5,"0.13"
"PO-001496","ITM-00492","SPL-0012",200,"213.68","175.28","EUR","Cancelled",8,False,"Net 60","2021-08-26",0,115,9,"Item_492","Packaging","Brand_45",False,"Supplier_12","Germany",True,2,"1.14"
"PO-003698","ITM-00493","SPL-0019",824,"56.89","49.31","EUR","Delivered",4,True,"Net 45","2024-01-17",395,58,12,"Item_493","Electronics","Brand_37",False,"Supplier_19","China",True,2,"1.14"
"PO-001106","ITM-00493","SPL-0016",718,"484.55","471.99","MXN","Delivered",2,True,"Net 30","2021-03-24",395,58,12,"Item_493","Electronics","Brand_37",False,"Supplier_16","Canada",True,4,"0.05"
"PO-004196","ITM-00493","SPL-0045",675,"160.52","128.84","MXN","Pending",8,True,"Net 60","2024-08-03",395,58,12,"Item_493","Electronics","Brand_37",False,"Supplier_45","Germany",False,5,"0.05"
