PO_ID,Item_ID,Supplier_ID,Quantity_Ordered,Unit_Price,Negotiated_Price,Currency,Order_Status,Defective_Units,Compliance,Payment_Terms,Order_Date
PO-002009,ITM-00427,SPL-0030,980,160.77,150,INR,Pending,2,Yes,Net 60,3/14/2022
PO-002010,ITM-00484,SPL-0034,222,436.45,377.93,CNY,Cancelled,7,Yes,Net 30,3/14/2022
PO-002011,ITM-00103,SPL-0019,580,433.71,403.45,EUR,Cancelled,8,Yes,Net 30,3/15/2022
PO-002012,ITM-00862,SPL-0084,860,394.41,391.95,INR,Delivered,8,Yes,Net 60,3/15/2022
PO-002012,ITM-00862,SPL-0084,860,394.41,391.95,INR,Delivered,8,Yes,Net 60,3/15/2022
PO-002013,ITM-00589,SPL-0022,874,98.44,82.98,USD,Delivered,6,Yes,Net 60,3/16/2022
PO-002014,ITM-00564,SPL-0024,434,347.56,295.67,MXN,Cancelled,0,Yes,Net 45,3/16/2022
PO-002015,ITM-00816,SPL-0036,209,234.58,205.43,USD,Delivered,2,Yes,Net 60,3/16/2022
PO-002016,ITM-00105,SPL-0054,126,216.55,179.48,EUR,Cancelled,9,Yes,Net 30,3/17/2022
PO-002017,ITM-00695,SPL-0047,446,413.78,351.17,EUR,Pending,6,Yes,Net 45,3/17/2022
PO-002017,ITM-00695,SPL-0047,446,413.78,351.17,EUR,Pending,6,Yes,Net 45,3/17/2022
PO-002018,ITM-00008,SPL-0077,101,175.33,153.23,CNY,Partially Delivered,6,Yes,Net 30,3/18/2022
PO-002019,ITM-00594,SPL-0010,210,393.68,384.53,USD,Delivered,5,Yes,Net 60,3/18/2022
PO-002019,ITM-00594,SPL-0010,210,393.68,384.53,USD,Delivered,5,Yes,Net 60,3/18/2022
PO-002020,ITM-00833,SPL-0023,721,260.06,226.71,INR,Pending,8,Yes,Net 30,3/19/2022
PO-002021,ITM-00458,SPL-0016,909,46.37,40.06,CNY,Delivered,9,Yes,Net 30,3/19/2022
PO-002022,ITM-00026,SPL-0022,915,237.34,211.74,CNY,Delivered,3,Yes,Net 30,3/19/2022
PO-002023,ITM-00790,SPL-0018,692,320.38,297.78,MXN,Delivered,9,Yes,Net 60,3/20/2022
PO-002024,ITM-00746,SPL-0073,722,350.81,347.87,CNY,Partially Delivered,1,Yes,Net 60,3/20/2022
PO-002025,ITM-00603,SPL-0016,558,23.8,20.62,USD,Pending,0,Yes,Net 60,3/20/2022
PO-002026,ITM-00314,SPL-0072,927,467.43,399.28,MXN,Cancelled,3,Yes,Net 60,3/21/2022
PO-002027,ITM-00823,SPL-0013,307,114.16,98.83,CNY,Delivered,4,Yes,Net 45,3/21/2022
PO-002028,ITM-00229,SPL-0074,52,377.35,314.89,MXN,Pending,8,Yes,Net 30,3/21/2022
PO-002029,ITM-00234,SPL-0061,679,156.48,129.56,CNY,Partially Delivered,0,Yes,Net 45,3/22/2022
PO-002030,ITM-00184,SPL-0062,906,15.43,13.03,EUR,Partially Delivered,7,Yes,Net 45,3/22/2022
PO-002030,ITM-00184,SPL-0062,906,15.43,13.03,EUR,Partially Delivered,7,Yes,Net 45,3/22/2022
PO-002031,ITM-00115,SPL-0024,201,162.04,144.68,USD,Delivered,7,Yes,Net 30,3/23/2022
PO-002032,ITM-00937,SPL-0037,70,384.82,312.63,MXN,Pending,8,Yes,Net 60,3/23/2022
PO-002032,ITM-00937,SPL-0037,70,384.82,312.63,MXN,Pending,8,Yes,Net 60,3/23/2022
PO-002033,ITM-00647,SPL-0038,761,238.84,231.41,USD,Cancelled,9,Yes,Net 60,3/24/2022
PO-002034,ITM-00034,SPL-0017,768,101.39,86.37,EUR,Delivered,9,Yes,Net 45,3/24/2022
PO-002035,ITM-00295,SPL-0057,725,37.68,36.96,USD,Pending,2,Yes,Net 45,3/24/2022
PO-002036,ITM-00110,SPL-0047,75,239.04,196.64,MXN,Pending,3,Yes,Net 60,3/25/2022
PO-002037,ITM-00558,SPL-0096,69,31.41,31.21,MXN,Cancelled,4,No,Net 30,3/25/2022
PO-002038,ITM-00825,SPL-0039,425,377.99,344.71,INR,Cancelled,5,Yes,Net 60,3/25/2022
PO-002039,ITM-00128,SPL-0004,580,114.55,110.73,EUR,Cancelled,4,Yes,Net 45,3/26/2022
PO-002040,ITM-00192,SPL-0033,337,103.75,93.53,EUR,Delivered,2,Yes,Net 60,3/26/2022
PO-002041,ITM-00378,SPL-0024,727,131,130.52,USD,Pending,1,Yes,Net 60,3/26/2022
PO-002042,ITM-00236,SPL-0013,621,259.39,211.74,EUR,Partially Delivered,4,Yes,Net 45,3/27/2022
PO-002043,ITM-00126,SPL-0063,642,136.71,119.64,EUR,Cancelled,3,Yes,Net 45,3/27/2022
PO-002044,ITM-00542,SPL-0003,779,36.27,32.96,USD,Delivered,8,No,Net 45,3/27/2022
PO-002045,ITM-00905,SPL-0063,280,298.15,264.79,INR,Delivered,6,Yes,Net 30,3/28/2022
PO-002046,ITM-00485,SPL-0079,585,462.25,452.37,INR,Partially Delivered,5,Yes,Net 30,3/28/2022
PO-002047,ITM-00660,SPL-0008,12,495.49,398.65,INR,Delivered,5,Yes,Net 60,3/28/2022
PO-002048,ITM-00837,SPL-0018,504,183.93,147.42,EUR,Partially Delivered,7,Yes,Net 30,3/29/2022
PO-002049,ITM-00159,SPL-0032,86,471.47,437.6,CNY,Pending,2,Yes,Net 60,3/29/2022
PO-002050,ITM-00874,SPL-0034,101,318.14,281.58,EUR,Delivered,7,Yes,Net 30,3/29/2022
PO-002051,ITM-00980,SPL-0083,926,26.28,22.36,EUR,Delivered,0,Yes,Net 45,3/30/2022
PO-002052,ITM-00488,SPL-0078,774,240.36,220.12,CNY,Delivered,3,Yes,Net 45,3/30/2022
PO-002053,ITM-00552,SPL-0039,476,349.11,296.82,USD,Pending,8,Yes,Net 30,3/30/2022
PO-002053,ITM-00552,SPL-0039,476,349.11,296.82,USD,Pending,8,Yes,Net 30,3/31/2022
PO-002054,ITM-00496,SPL-0052,801,181.89,180.96,EUR,Partially Delivered,5,Yes,Net 30,3/31/2022
PO-002054,ITM-00496,SPL-0052,801,181.89,180.96,EUR,Partially Delivered,5,Yes,Net 30,3/31/2022
PO-002055,ITM-00017,SPL-0078,51,358.89,305.24,MXN,Delivered,8,Yes,Net 60,4/1/2022
PO-002056,ITM-00900,SPL-0082,137,64.94,64.18,EUR,Partially Delivered,9,No,Net 60,4/1/2022
PO-002057,ITM-00125,SPL-0068,163,355.4,311.85,CNY,Cancelled,6,Yes,Net 60,4/1/2022
PO-002058,ITM-00252,SPL-0099,110,212.25,190.66,EUR,Delivered,9,Yes,Net 45,4/2/2022
PO-002059,ITM-00225,SPL-0038,727,466.91,452.52,INR,Pending,4,Yes,Net 60,4/2/2022
PO-002060,ITM-00508,SPL-0062,484,141.04,121.84,INR,Delivered,3,Yes,Net 45,4/2/2022
PO-002060,ITM-00508,SPL-0062,484,141.04,121.84,INR,Delivered,3,Yes,Net 45,4/3/2022
PO-002061,ITM-00435,SPL-0093,85,234.99,232.29,MXN,Pending,0,Yes,Net 45,4/3/2022
PO-002062,ITM-00639,SPL-0019,123,419.61,410.43,MXN,Pending,1,Yes,Net 30,4/3/2022
PO-002063,ITM-00340,SPL-0014,916,341.01,339.02,EUR,Cancelled,4,Yes,Net 30,4/4/2022
PO-002064,ITM-00519,SPL-0099,501,175.77,173.28,EUR,Cancelled,0,Yes,Net 45,4/4/2022
PO-002065,ITM-00407,SPL-0016,840,333.78,273.6,USD,Cancelled,3,Yes,Net 60,4/4/2022
PO-002066,ITM-00183,SPL-0087,469,206.7,171.22,MXN,Pending,1,Yes,Net 30,4/5/2022
PO-002067,ITM-00523,SPL-0077,38,133.63,108.16,INR,Cancelled,8,Yes,Net 30,4/5/2022
PO-002068,ITM-00775,SPL-0027,382,293.34,283.79,USD,Cancelled,3,Yes,Net 45,4/5/2022
PO-002068,ITM-00775,SPL-0027,382,293.34,283.79,USD,Cancelled,3,Yes,Net 45,4/6/2022
PO-002069,ITM-00303,SPL-0100,534,261.04,224.29,USD,Pending,8,Yes,Net 60,4/6/2022
PO-002070,ITM-00325,SPL-0092,436,82.03,69.21,EUR,Pending,3,Yes,Net 60,4/6/2022
PO-002071,ITM-00739,SPL-0095,422,256.51,213.55,CNY,Pending,8,Yes,Net 60,4/7/2022
PO-002072,ITM-00482,SPL-0054,562,391.73,389.71,CNY,Partially Delivered,8,Yes,Net 30,4/7/2022
PO-002073,ITM-00527,SPL-0099,289,379.81,307.6,CNY,Delivered,8,Yes,Net 60,4/7/2022
PO-002074,ITM-00761,SPL-0024,913,364.46,307.44,EUR,Delivered,2,Yes,Net 60,4/8/2022
PO-002075,ITM-00842,SPL-0077,742,114.63,111.61,MXN,Pending,4,Yes,Net 45,4/8/2022
PO-002076,ITM-00219,SPL-0100,89,322.16,308.15,CNY,Cancelled,5,Yes,Net 60,4/8/2022
PO-002077,ITM-00686,SPL-0024,907,490.09,398.88,EUR,Cancelled,1,Yes,Net 60,4/9/2022
PO-002078,ITM-00636,SPL-0044,143,449.09,369.97,USD,Cancelled,3,Yes,Net 45,4/9/2022
PO-002078,ITM-00636,SPL-0044,143,449.09,369.97,USD,Cancelled,3,Yes,Net 45,4/9/2022
PO-002079,ITM-00794,SPL-0027,730,396.17,368.31,USD,Cancelled,9,Yes,Net 45,4/10/2022
PO-002079,ITM-00794,SPL-0027,730,396.17,368.31,USD,Cancelled,9,Yes,Net 45,4/10/2022
PO-002080,ITM-00312,SPL-0049,247,451.69,409.45,MXN,Partially Delivered,8,Yes,Net 45,4/10/2022
PO-002081,ITM-00395,SPL-0088,156,107.52,94.58,USD,Pending,0,Yes,Net 60,4/11/2022
PO-002082,ITM-00567,SPL-0077,954,306.27,246.66,USD,Partially Delivered,2,Yes,Net 30,4/11/2022
PO-002083,ITM-00078,SPL-0015,864,284.61,231.18,CNY,Delivered,6,Yes,Net 60,4/11/2022
PO-002084,ITM-00573,SPL-0100,732,50.83,42.78,MXN,Partially Delivered,9,Yes,Net 60,4/12/2022
PO-002085,ITM-00094,SPL-0093,306,9.36,9.18,INR,Partially Delivered,5,Yes,Net 30,4/12/2022
PO-002086,ITM-00370,SPL-0001,503,346.58,307.96,USD,Partially Delivered,4,Yes,Net 60,4/12/2022
PO-002087,ITM-00320,SPL-0034,373,496.17,453.31,EUR,Delivered,7,No,Net 60,4/13/2022
PO-002088,ITM-00357,SPL-0056,384,262.99,216.23,EUR,Partially Delivered,2,Yes,Net 60,4/13/2022
PO-002089,ITM-00368,SPL-0091,797,257.97,224.25,EUR,Cancelled,7,Yes,Net 30,4/13/2022
PO-002090,ITM-00772,SPL-0062,856,326.47,324.35,EUR,Cancelled,4,Yes,Net 45,4/14/2022
PO-002091,ITM-00636,SPL-0013,591,469.1,393.14,INR,Partially Delivered,4,Yes,Net 30,4/14/2022
PO-002092,ITM-00356,SPL-0075,273,29.41,28.45,EUR,Cancelled,6,Yes,Net 60,4/14/2022
PO-002093,ITM-00492,SPL-0032,781,381.66,376.93,CNY,Delivered,2,Yes,Net 60,4/15/2022
PO-002094,ITM-00389,SPL-0079,962,227.05,211.93,EUR,Partially Delivered,1,Yes,Net 30,4/15/2022
PO-002094,ITM-00389,SPL-0079,962,227.05,211.93,EUR,Partially Delivered,1,Yes,Net 30,4/15/2022
PO-002095,ITM-00126,SPL-0043,681,317.73,261.74,INR,Partially Delivered,7,Yes,Net 45,4/16/2022
PO-002095,ITM-00126,SPL-0043,681,317.73,261.74,INR,Partially Delivered,7,Yes,Net 45,4/16/2022
PO-002096,ITM-00255,SPL-0015,29,470.75,433.96,CNY,Delivered,8,Yes,Net 45,4/16/2022
PO-002097,ITM-00582,SPL-0093,246,156.27,141.47,CNY,Partially Delivered,5,Yes,Net 30,4/17/2022
PO-002098,ITM-00736,SPL-0034,233,180.22,156.1,USD,Cancelled,2,Yes,Net 60,4/17/2022
PO-002099,ITM-00391,SPL-0064,722,226.21,202.03,USD,Partially Delivered,0,No,Net 30,4/17/2022
PO-002100,ITM-00103,SPL-0078,491,206.65,180.09,INR,Partially Delivered,2,Yes,Net 45,4/18/2022
PO-002100,ITM-00103,SPL-0078,491,206.65,180.09,INR,Partially Delivered,2,Yes,Net 45,4/18/2022
PO-002101,ITM-00482,SPL-0047,230,19.46,16.77,USD,Pending,0,Yes,Net 60,4/18/2022
PO-002101,ITM-00482,SPL-0047,230,19.46,16.77,USD,Pending,0,Yes,Net 60,4/19/2022
PO-002102,ITM-00921,SPL-0040,843,96.65,88.13,INR,Cancelled,9,Yes,Net 60,4/19/2022
PO-002103,ITM-00794,SPL-0009,353,129.95,113.13,EUR,Cancelled,3,Yes,Net 30,4/19/2022
PO-002104,ITM-00008,SPL-0092,855,84.9,79.72,USD,Cancelled,3,Yes,Net 60,4/20/2022
PO-002105,ITM-00187,SPL-0051,109,37.32,36.64,USD,Partially Delivered,9,Yes,Net 30,4/20/2022
PO-002105,ITM-00187,SPL-0051,109,37.32,36.64,USD,Partially Delivered,9,Yes,Net 30,4/20/2022
PO-002106,ITM-00404,SPL-0010,98,88.26,76.25,EUR,Cancelled,0,Yes,Net 30,4/21/2022
PO-002107,ITM-00478,SPL-0021,530,480.76,426.06,EUR,Partially Delivered,3,No,Net 45,4/21/2022
PO-002108,ITM-00809,SPL-0071,876,102.32,89.38,EUR,Delivered,3,Yes,Net 30,4/21/2022
PO-002108,ITM-00809,SPL-0071,876,102.32,89.38,EUR,Delivered,3,Yes,Net 30,4/22/2022
PO-002109,ITM-00859,SPL-0052,161,316.9,316.01,USD,Pending,2,Yes,Net 60,4/22/2022
PO-002110,ITM-00795,SPL-0093,348,113.66,107.09,MXN,Pending,1,Yes,Net 60,4/22/2022
PO-002111,ITM-00883,SPL-0014,357,176.53,171.88,MXN,Delivered,6,Yes,Net 45,4/23/2022
PO-002111,ITM-00883,SPL-0014,357,176.53,171.88,MXN,Delivered,6,Yes,Net 45,4/23/2022
PO-002112,ITM-00540,SPL-0076,120,181.52,151.33,INR,Pending,5,Yes,Net 45,4/23/2022
PO-002112,ITM-00540,SPL-0076,120,181.52,151.33,INR,Pending,5,Yes,Net 45,4/24/2022
PO-002113,ITM-00772,SPL-0039,521,78.75,65.62,MXN,Partially Delivered,7,Yes,Net 30,4/24/2022
PO-002114,ITM-00281,SPL-0023,706,460.71,397.45,USD,Delivered,6,Yes,Net 30,4/24/2022
PO-002115,ITM-00740,SPL-0050,781,76.99,70.25,USD,Cancelled,8,Yes,Net 30,4/25/2022
PO-002116,ITM-00534,SPL-0027,652,421.67,375.98,INR,Delivered,2,No,Net 30,4/25/2022
PO-002117,ITM-00087,SPL-0002,301,478.92,389.5,INR,Pending,9,Yes,Net 30,4/25/2022
PO-002118,ITM-00757,SPL-0097,275,437.54,421.29,CNY,Delivered,1,No,Net 60,4/26/2022
PO-002118,ITM-00757,SPL-0097,275,437.54,421.29,CNY,Delivered,1,No,Net 60,4/26/2022
PO-002119,ITM-00418,SPL-0030,153,223.47,189.45,CNY,Pending,9,Yes,Net 60,4/26/2022
PO-002119,ITM-00418,SPL-0030,153,223.47,189.45,CNY,Pending,9,Yes,Net 60,4/27/2022
PO-002120,ITM-00218,SPL-0058,658,256.84,214.97,MXN,Pending,2,No,Net 45,4/27/2022
PO-002120,ITM-00218,SPL-0058,658,256.84,214.97,MXN,Pending,2,No,Net 45,4/27/2022
PO-002121,ITM-00949,SPL-0017,304,105.93,96.37,MXN,Cancelled,6,Yes,Net 60,4/28/2022
PO-002122,ITM-00035,SPL-0054,744,305.61,252.83,EUR,Delivered,2,Yes,Net 60,4/28/2022
PO-002122,ITM-00035,SPL-0054,744,305.61,252.83,EUR,Delivered,2,Yes,Net 60,4/28/2022
PO-002123,ITM-00311,SPL-0063,762,258.01,254.38,MXN,Pending,4,Yes,Net 60,4/29/2022
PO-002124,ITM-00104,SPL-0044,628,440.19,375.65,MXN,Partially Delivered,6,Yes,Net 45,4/29/2022
PO-002124,ITM-00104,SPL-0044,628,440.19,375.65,MXN,Partially Delivered,6,Yes,Net 45,4/29/2022
PO-002125,ITM-00152,SPL-0046,441,128.01,105.72,EUR,Cancelled,6,Yes,Net 60,4/30/2022
PO-002125,ITM-00152,SPL-0046,441,128.01,105.72,EUR,Cancelled,6,Yes,Net 60,4/30/2022
PO-002126,ITM-00018,SPL-0097,860,83.19,73.64,CNY,Partially Delivered,0,Yes,Net 45,4/30/2022
PO-002127,ITM-00516,SPL-0077,862,316.77,256.71,MXN,Delivered,2,Yes,Net 30,5/1/2022
PO-002128,ITM-00743,SPL-0044,559,472.35,432.4,CNY,Partially Delivered,4,Yes,Net 30,5/1/2022
PO-002129,ITM-00517,SPL-0005,99,112.45,105.01,MXN,Delivered,3,Yes,Net 30,5/1/2022
PO-002130,ITM-00970,SPL-0021,797,145.66,126.15,MXN,Delivered,1,Yes,Net 45,5/2/2022
PO-002131,ITM-00052,SPL-0011,882,154.29,148.46,EUR,Partially Delivered,1,Yes,Net 60,5/2/2022
PO-002132,ITM-00953,SPL-0015,612,10.75,9.87,MXN,Pending,3,Yes,Net 60,5/2/2022
PO-002132,ITM-00953,SPL-0015,612,10.75,9.87,MXN,Pending,3,Yes,Net 60,5/3/2022
PO-002133,ITM-00321,SPL-0059,160,417.04,338.87,MXN,Pending,8,Yes,Net 45,5/3/2022
PO-002134,ITM-00415,SPL-0047,784,161.11,160.41,MXN,Partially Delivered,8,Yes,Net 60,5/3/2022
PO-002135,ITM-00248,SPL-0046,687,349.39,302.61,INR,Pending,8,Yes,Net 60,5/4/2022
PO-002136,ITM-00337,SPL-0092,263,332.91,311.46,USD,Pending,2,Yes,Net 45,5/4/2022
PO-002137,ITM-00003,SPL-0056,862,369.11,304.26,USD,Delivered,5,Yes,Net 60,5/4/2022
PO-002138,ITM-00585,SPL-0034,159,259.11,251.8,CNY,Pending,3,Yes,Net 45,5/5/2022
PO-002139,ITM-00444,SPL-0042,722,143.7,132.5,CNY,Partially Delivered,4,Yes,Net 30,5/5/2022
PO-002139,ITM-00444,SPL-0042,722,143.7,132.5,CNY,Partially Delivered,4,Yes,Net 30,5/5/2022
PO-002140,ITM-00421,SPL-0098,317,451.84,385.46,EUR,Pending,2,Yes,Net 45,5/6/2022
PO-002141,ITM-00354,SPL-0050,598,15.62,13.9,CNY,Pending,2,Yes,Net 30,5/6/2022
PO-002142,ITM-00376,SPL-0048,356,94.31,80.86,EUR,Pending,7,No,Net 60,5/6/2022
PO-002143,ITM-00789,SPL-0051,121,95.96,86.95,MXN,Partially Delivered,3,Yes,Net 60,5/7/2022
PO-002144,ITM-00263,SPL-0059,972,24.89,23.16,MXN,Cancelled,4,Yes,Net 45,5/7/2022
PO-002145,ITM-00526,SPL-0081,964,162.74,144.92,INR,Partially Delivered,0,Yes,Net 30,5/7/2022
PO-002146,ITM-00590,SPL-0007,125,372.61,307.88,CNY,Cancelled,7,Yes,Net 45,5/8/2022
PO-002147,ITM-00878,SPL-0041,58,107.34,105.03,USD,Delivered,6,Yes,Net 60,5/8/2022
PO-002147,ITM-00878,SPL-0041,58,107.34,105.03,USD,Delivered,6,Yes,Net 60,5/8/2022
PO-002148,ITM-00062,SPL-0068,247,491.09,393.67,CNY,Cancelled,4,Yes,Net 60,5/9/2022
PO-002149,ITM-00494,SPL-0078,927,334.78,311.96,EUR,Partially Delivered,9,Yes,Net 30,5/9/2022
PO-002150,ITM-00448,SPL-0017,367,188.31,172.32,MXN,Delivered,6,Yes,Net 30,5/9/2022
PO-002151,ITM-00382,SPL-0013,467,51.17,42.26,EUR,Partially Delivered,4,Yes,Net 60,5/10/2022
PO-002152,ITM-00563,SPL-0082,395,193.91,191.34,EUR,Delivered,3,No,Net 45,5/10/2022
PO-002153,ITM-00832,SPL-0080,582,271.47,241.26,INR,Partially Delivered,9,Yes,Net 60,5/10/2022
PO-002154,ITM-00804,SPL-0013,968,497.5,446.43,CNY,Delivered,1,Yes,Net 45,5/11/2022
PO-002155,ITM-00513,SPL-0091,998,137.66,116.6,INR,Delivered,9,Yes,Net 45,5/11/2022
PO-002156,ITM-00756,SPL-0094,663,451.13,450.51,MXN,Cancelled,5,Yes,Net 30,5/11/2022
PO-002157,ITM-00739,SPL-0026,762,369.86,356.47,EUR,Pending,2,Yes,Net 45,5/12/2022
PO-002158,ITM-00370,SPL-0022,385,282.57,243.12,MXN,Partially Delivered,4,Yes,Net 60,5/12/2022
PO-002159,ITM-00795,SPL-0023,709,276.69,233.51,MXN,Cancelled,2,Yes,Net 30,5/12/2022
PO-002160,ITM-00546,SPL-0060,174,143.74,135.34,INR,Pending,6,Yes,Net 30,5/13/2022
PO-002161,ITM-00407,SPL-0059,134,295.86,286.22,INR,Cancelled,8,Yes,Net 30,5/13/2022
PO-002162,ITM-00626,SPL-0057,607,307.63,254.5,CNY,Pending,2,Yes,Net 45,5/13/2022
PO-002163,ITM-00685,SPL-0075,254,138.32,129.96,CNY,Delivered,7,Yes,Net 45,5/14/2022
PO-002164,ITM-00496,SPL-0025,619,480.1,421.96,EUR,Pending,4,Yes,Net 30,5/14/2022
PO-002165,ITM-00525,SPL-0030,761,499.35,456.96,CNY,Partially Delivered,5,Yes,Net 45,5/14/2022
PO-002165,ITM-00525,SPL-0030,761,499.35,456.96,CNY,Partially Delivered,5,Yes,Net 45,5/15/2022
PO-002166,ITM-00601,SPL-0062,817,425.48,423.2,MXN,Partially Delivered,0,Yes,Net 60,5/15/2022
PO-002167,ITM-00509,SPL-0079,939,63.61,55.09,INR,Delivered,2,Yes,Net 30,5/15/2022
PO-002168,ITM-00934,SPL-0032,375,64.8,54.29,USD,Partially Delivered,8,Yes,Net 30,5/16/2022
PO-002168,ITM-00934,SPL-0032,375,64.8,54.29,USD,Partially Delivered,8,Yes,Net 30,5/16/2022
PO-002169,ITM-00717,SPL-0056,108,7.92,7.19,INR,Pending,0,Yes,Net 30,5/16/2022
PO-002170,ITM-00492,SPL-0080,430,209.46,173.41,CNY,Delivered,3,Yes,Net 30,5/17/2022
PO-002171,ITM-00171,SPL-0025,107,463.03,444.17,CNY,Pending,8,No,Net 60,5/17/2022
PO-002171,ITM-00171,SPL-0025,107,463.03,444.17,CNY,Pending,8,No,Net 60,5/17/2022
PO-002172,ITM-00723,SPL-0049,704,191.82,190.14,EUR,Delivered,9,Yes,Net 45,5/18/2022
PO-002173,ITM-00826,SPL-0024,595,173.37,155.89,USD,Cancelled,7,Yes,Net 30,5/18/2022
PO-002174,ITM-00047,SPL-0069,228,248.48,236.63,USD,Partially Delivered,4,Yes,Net 60,5/18/2022
PO-002174,ITM-00047,SPL-0069,228,248.48,236.63,USD,Partially Delivered,4,Yes,Net 60,5/19/2022
PO-002175,ITM-00337,SPL-0051,946,231.59,191.44,EUR,Cancelled,2,Yes,Net 60,5/19/2022
PO-002176,ITM-00768,SPL-0072,726,81.44,69.81,USD,Pending,7,Yes,Net 60,5/19/2022
PO-002177,ITM-00682,SPL-0001,541,270.82,261.93,CNY,Pending,8,Yes,Net 30,5/20/2022
PO-002178,ITM-00700,SPL-0034,798,223.94,213.43,EUR,Cancelled,9,Yes,Net 45,5/20/2022
PO-002179,ITM-00167,SPL-0030,597,266.95,230.92,MXN,Pending,8,Yes,Net 30,5/20/2022
PO-002179,ITM-00167,SPL-0030,597,266.95,230.92,MXN,Pending,8,Yes,Net 30,5/21/2022
PO-002180,ITM-00687,SPL-0005,85,276.39,255.13,MXN,Delivered,2,No,Net 30,5/21/2022
PO-002181,ITM-00564,SPL-0098,242,88.3,78.83,CNY,Cancelled,3,Yes,Net 45,5/21/2022
PO-002182,ITM-00702,SPL-0020,32,167.56,140.3,EUR,Pending,1,Yes,Net 45,5/22/2022
PO-002182,ITM-00702,SPL-0020,32,167.56,140.3,EUR,Pending,1,Yes,Net 45,5/22/2022
PO-002183,ITM-00331,SPL-0010,308,167.28,133.96,USD,Delivered,6,Yes,Net 45,5/22/2022
PO-002184,ITM-00300,SPL-0007,480,332.02,287.87,EUR,Delivered,8,Yes,Net 60,5/23/2022
PO-002185,ITM-00304,SPL-0072,856,115.96,107.43,INR,Cancelled,2,No,Net 30,5/23/2022
PO-002186,ITM-00202,SPL-0011,653,262.07,211.62,INR,Delivered,6,Yes,Net 30,5/23/2022
PO-002187,ITM-00260,SPL-0062,51,120.18,114.57,INR,Cancelled,3,Yes,Net 45,5/24/2022
PO-002188,ITM-00278,SPL-0086,617,482.76,429.48,INR,Delivered,2,Yes,Net 45,5/24/2022
PO-002188,ITM-00278,SPL-0086,617,482.76,429.48,INR,Delivered,2,Yes,Net 45,5/24/2022
PO-002189,ITM-00289,SPL-0033,204,218.07,180.25,EUR,Pending,2,Yes,Net 45,5/25/2022
PO-002190,ITM-00456,SPL-0016,401,118.86,112.18,EUR,Partially Delivered,3,Yes,Net 45,5/25/2022
PO-002191,ITM-00365,SPL-0014,22,339.69,303.72,MXN,Delivered,6,Yes,Net 45,5/25/2022
PO-002192,ITM-00505,SPL-0001,51,186.25,162.34,CNY,Pending,5,Yes,Net 30,5/26/2022
PO-002193,ITM-00397,SPL-0017,276,326.35,268.63,EUR,Pending,4,Yes,Net 60,5/26/2022
PO-002194,ITM-00854,SPL-0041,426,172.37,153.36,EUR,Pending,5,Yes,Net 45,5/26/2022
PO-002195,ITM-00707,SPL-0100,101,250.97,205.64,MXN,Partially Delivered,8,Yes,Net 30,5/27/2022
PO-002195,ITM-00707,SPL-0100,101,250.97,205.64,MXN,Partially Delivered,8,Yes,Net 30,5/27/2022
PO-002196,ITM-00353,SPL-0069,579,481.91,461.46,MXN,Partially Delivered,1,Yes,Net 30,5/27/2022
PO-002196,ITM-00353,SPL-0069,579,481.91,461.46,MXN,Partially Delivered,1,Yes,Net 30,5/28/2022
PO-002197,ITM-00858,SPL-0036,83,270.88,250.13,USD,Cancelled,6,Yes,Net 30,5/28/2022
PO-002198,ITM-00339,SPL-0086,238,276.4,247.49,USD,Delivered,7,Yes,Net 45,5/28/2022
PO-002199,ITM-00025,SPL-0079,744,462.24,372.89,CNY,Cancelled,3,No,Net 60,5/29/2022
PO-002200,ITM-00677,SPL-0040,853,58.41,53.91,INR,Partially Delivered,4,No,Net 30,5/29/2022
PO-002201,ITM-00759,SPL-0010,147,172.78,158.22,USD,Pending,9,Yes,Net 60,5/29/2022
PO-002202,ITM-00111,SPL-0036,617,360.74,341.36,USD,Pending,9,Yes,Net 45,5/30/2022
PO-002203,ITM-00608,SPL-0083,240,411.8,346.6,EUR,Partially Delivered,5,No,Net 45,5/30/2022
PO-002204,ITM-00348,SPL-0017,237,327.47,285.34,CNY,Delivered,2,Yes,Net 45,5/30/2022
PO-002205,ITM-00018,SPL-0080,633,412.79,353.69,EUR,Cancelled,3,Yes,Net 60,5/31/2022
PO-002206,ITM-00875,SPL-0061,631,86.73,83.78,CNY,Pending,9,Yes,Net 30,5/31/2022
PO-002207,ITM-00915,SPL-0041,596,215.38,183.61,USD,Delivered,6,No,Net 60,5/31/2022
PO-002208,ITM-00214,SPL-0070,97,191.85,164.81,USD,Pending,9,Yes,Net 30,6/1/2022
PO-002209,ITM-00239,SPL-0095,732,433.73,396.53,EUR,Delivered,9,Yes,Net 60,6/1/2022
PO-002210,ITM-00508,SPL-0093,154,88.48,73.07,CNY,Pending,5,Yes,Net 45,6/1/2022
PO-002211,ITM-00662,SPL-0034,238,487.67,439.03,EUR,Delivered,6,Yes,Net 30,6/2/2022
PO-002212,ITM-00140,SPL-0021,301,389.15,351.09,INR,Partially Delivered,0,Yes,Net 45,6/2/2022
PO-002213,ITM-00967,SPL-0079,255,23.57,19.22,CNY,Pending,5,Yes,Net 30,6/2/2022
PO-002214,ITM-00882,SPL-0056,438,372.16,303.4,USD,Cancelled,3,Yes,Net 60,6/3/2022
